Vehicle Type,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
Taxi,1602,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,GIGI TAXI INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,1602Taxi
Livery,9307,RESERVED,CHEVROLET,SUBURBAN,2019,BLACK,Gasoline,N,AH TECH SERVICES CORP,6102 N. WINCHESTER AVE.,CHICAGO,IL,60660,,,9307Livery
Taxi,5870,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,G S M TAXI CORP,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner-Operator,5870Taxi
Livery,8459,ACTIVE,LINCOLN,NAVIGATOR L,2020,BLACK,Gasoline,N,CHHAYAL ENTERPRISE INC.,5245 S. MAY ST.,CHICAGO,IL,60609,,,8459Livery
Medicar,42948,INACTIVE,FORD,TRANSIT,2018,WHITE,Gasoline,N,CHICAGO MEZUZAH AND MITZVAH CAMPAIGNS,2939 W. TOUHY AVE.,CHICAGO,IL,60645,,,42948Medicar
Taxi,6625,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,"NIKE YOMI, INC.",4626 W. CORNELIA AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6625Taxi
Taxi,3519,ACTIVE,TOYOTA,RAV4,2018,WHITE,Hybrid,N,GHOUSIA ONE INC,2532 W. WARREN BLVD.,CHICAGO,IL,60612,Independent1,Owner-Operator,3519Taxi
Taxi,4746,ACTIVE,TOYOTA,CAMRY,2017,BLUE/WHITE,Hybrid,N,M & W TAXI INC.,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Koam Taxi Association,Owner-Operator,4746Taxi
Horse Drawn Carriage,58,INACTIVE,MARTIN,VIS-A-VIS,,,Horse,N,ROYAL CARRIAGE LIMITED.,1410 N. ORLEANS ST.,CHICAGO,IL,60610,,,58Horse Drawn Carriage
Horse Drawn Carriage,55,INACTIVE,MARTIN,VIS-A-VIS,,BLACK,Horse,N,GOLD COAST HORSE & CARRIAGE,2026 W. CARROLL AVE.,CHICAGO,IL,60612,,,55Horse Drawn Carriage
Livery,8108,VIOLATION,CHEVROLET,SUBURBAN,2016,BLACK,Gasoline,N,GTS LIMOS INC,1726 N. CALIFORNIA AVE.,CHICAGO,IL,60647,,,8108Livery
Ambulance,721342,ACTIVE,FORD,TRANSIT,2021,YELLOW,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,721342Ambulance
Charter Sightseeing,7241,INACTIVE,FREIGHLINE,TROLLEY,1998,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",4400 S. RACINE AVE.,CHICAGO,IL,60609,,,7241Charter Sightseeing
Ambulance,5412,ACTIVE,MERCEDES,SPRINTER,2013,WHITE/ORANGE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,5412Ambulance
Livery,7807,ACTIVE,GMC,YUKON XL,2020,BLACK,Gasoline,N,LIGHT LIMOUSINE GROUP INC.,8517 W. FOSTER AVE.,CHICAGO,IL,60656,,,7807Livery
Livery,8392,ACTIVE,LINCOLN,AVIATOR,2023,BLACK,Gasoline,N,LUIS T. CELLERI IDROVO,2101 N. LAWLER AVE.,CHICAGO,IL,60639,,,8392Livery
Ambulance,749931,INACTIVE,FORD,TRANSIT,2018,WHITE,Gasoline,N,TRACE AMBULANCE INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,749931Ambulance
Ambulance,721374,ACTIVE,FORD,TRANSIT,2021,YELLOW,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,721374Ambulance
Livery,70774,ACTIVE,LEXUS,350,2024,BLACK,Gasoline,N,CHICAGO BLACK LUXURY LTD,1234 N. HALSTED ST.,CHICAGO,IL,60642,,,70774Livery
Ambulance,5725,RESERVED,FORD,E350,2010,WHITE,Gasoline,N,MIDWEST AMBULANCE LLC,8111  ST LOUIS AVE.,SKOKIE,IL,60076,,,5725Ambulance
Medicar,18185,ACTIVE,FORD,TRANSIT,2016,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,1350 S. LEAVITT ST.,CHICAGO,IL,60608,,,18185Medicar
Charter Sightseeing,24950,RESERVED,FORD,TRANSIT,2023,SILVER,Gasoline,N,WAY TO GO LIMOUSINE INC,7532 S. DORCHESTER AVE.,CHICAGO,IL,60619,,,24950Charter Sightseeing
Taxi,2878,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,AMJED INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,2878Taxi
Taxi,4832,VIOLATION,NISSAN,SENTRA,2019,BLUE,Gasoline,N,CITY TAXI INC.,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,4832Taxi
Medicar,5803,INACTIVE,FORD,E250,2005,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,5650 W. HOWARD ST.,SKOKIE,IL,60077,,,5803Medicar
Ambulance,794902,ACTIVE,FORD,E350,2016,WHITE,Gasoline,N,TRACE AMBULANCE INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,794902Ambulance
Ambulance,806101,INACTIVE,FORD,E350,2010,WHITE,Gasoline,N,ADVANTAGE AMBULANCE INC,22809  MUSTANG RD.,FRANKFORT,IL,60423,,,806101Ambulance
Charter Sightseeing,14754,INACTIVE,FORD,ECONOLINE,2012,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,120 W. MADISON ST.,CHICAGO,IL,60602,,,14754Charter Sightseeing
Taxi,5353,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,EBJ TAXI HOLDINGS CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,5353Taxi
Taxi,1089,VIOLATION,TOYOTA,PRIUS,2015,WHITE,Hybrid,N,"PHUNTSOK, INC.",4626 W. CORNELIA AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,1089Taxi
Charter Sightseeing,23802,ACTIVE,GILLIG,PHANTOM,2015,MAROON,Gasoline,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609,,,23802Charter Sightseeing
Livery,8139,ACTIVE,LINCOLN,AVIATOR,2022,BLACK,Gasoline,N,LIMOVIA INTERSTELLAR INC.,5515 N. CHRISTIANA AVE.,CHICAGO,IL,60625,,,8139Livery
Ambulance,895401,INACTIVE,FORD,E350,2013,WHITE/BLUE,Gasoline,N,AMBULANCE TRANSPORTATION INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,895401Ambulance
Livery,70356,ACTIVE,VOLVO,XC90,2024,BLACK,Gasoline,N,BAKIROV KG INCORPORATED,6457 N. WASHTENAW AVE.,CHICAGO,IL,60645,,,70356Livery
Taxi,145,VIOLATION,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,JIMMYZ TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,145Taxi
Livery,70665,ACTIVE,LINCOLN,AVIATOR,2022,BLACK,Gasoline,N,GLENN Y CHIA,5403 W. GIDDINGS ST.,CHICAGO,IL,60630,,,70665Livery
Medicar,8849,INACTIVE,FORD,ECONOLINE,2005,WHITE,Gasoline,N,S.O.S. SHUTTLE ONE SERVICES,7808 S. COLES AVE.,CHICAGO,IL,60649,,,8849Medicar
Livery,9226,ACTIVE,FORD,EXPEDITION,2024,BLACK,Gasoline,N,STARSHIP LIMOUSINE COMPANY,2257 W. ADDISON ST.,CHICAGO,IL,60618,,,9226Livery
Taxi,1695,VIOLATION,TOYOTA,CAMRY,2011,BLUE,Hybrid,N,LAIGHT TAXI CORP.,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,1695Taxi
Taxi,3269,SURRENDER,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,"LEONARD CAB COMPANY, INC.",3542 N. ELSTON AVE.,CHICAGO,IL,60618,Top Cab Association,Owner Manager,3269Taxi
Taxi,6712,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,MESO HACKING CORP.,5416 N. BROADWAY ST.,CHICAGO,IL,60640,EXPIRED AFFILIATION,Owner Manager,6712Taxi
Taxi,4781,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,YUGSI DIAZ CAB INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,4781Taxi
Charter Sightseeing,10103,INACTIVE,FORD,E350,2007,BLACK,Gasoline,N,DIVA LIMOUSINE LTD,301 W. 31ST ST.,CHICAGO,IL,60616,,,10103Charter Sightseeing
Ambulance,818524,ACTIVE,FORD,E450,2021,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467,,,818524Ambulance
Taxi,3673,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,FW CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,3673Taxi
Taxi,6431,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,POUYA RIDE INC.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,6431Taxi
Livery,7461,VIOLATION,POLARIS,GEM E6,2019,BLACK,Electric,N,SHEP & COMPANY LLC,4720 S. DR MARTIN LUTHER KING JR DR.,CHICAGO,IL,60615,,,7461Livery
Ambulance,794904,ACTIVE,FORD,TRANSIT,2020,WHITE,Gasoline,N,TRACE AMBULANCE INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,794904Ambulance
Charter Sightseeing,23803,ACTIVE,ALEXANDER DENNIS LTD,E400H,2012,MAROON,Gasoline,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609,,,23803Charter Sightseeing
Ambulance,794911,ACTIVE,FORD,TRANSIT,2019,WHITE,Gasoline,N,TRACE AMBULANCE INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,794911Ambulance
Taxi,4932,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,N,TAXI MEDALLION GROUPLLC-SERIESXVIII,4175 N. ELSTON AVE.,CHICAGO,IL,60618,Yellow Cab Association,Owner Manager,4932Taxi
Livery,9897,ACTIVE,FORD,EXPEDITION,2022,BLACK,Gasoline,N,LUCKY LIVERY INC,5905 S. KEDZIE AVE.,CHICAGO,IL,60629,,,9897Livery
Taxi,5187,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,JOHAL CAB CORP.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Flash Cab Co,"Taxi Experts, Inc.",5187Taxi
Ambulance,808561,ACTIVE,FORD,E350,2019,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467,,,808561Ambulance
Ambulance,794912,ACTIVE,FORD,TRANSIT,2019,WHITE,Gasoline,N,TRACE AMBULANCE INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,794912Ambulance
Medicar,22961,VIOLATION,VOLKSWAGEN,ROUTAN,2010,GRAY,Gasoline,N,SL TRANSPORTATION INC,4610 S. LAWLER AVE.,CHICAGO,IL,60638,,,22961Medicar
Charter Sightseeing,7236,INACTIVE,FORD,TROLLEY,1997,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",4400 S. RACINE AVE.,CHICAGO,IL,60609,,,7236Charter Sightseeing
Taxi,5460,ACTIVE,TOYOTA,CAMRY,2015,WHITE/BLUE,Hybrid,N,6920 CAB CO.,5136 N. WESTERN AVE.,CHICAGO,IL,60625,Peace Taxi Assoc Inc,Owner Manager,5460Taxi
Ambulance,726805,RESERVED,FORD,E350,2010,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467,,,726805Ambulance
Livery,7311,ACTIVE,CADILLAC,ESCALADE ESV,2023,BLACK,Gasoline,N,CHILUX LIMO INC.,7827 W. THORNDALE AVE.,CHICAGO,IL,60631,,,7311Livery
Taxi,3310,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,9TH AVENUE TAXI CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,EXPIRED AFFILIATION,Owner Manager,3310Taxi
Livery,7251,ACTIVE,CADILLAC,ESCALADE,2024,BLACK,Gasoline,N,HI EIGHTY8 CORPORATION,3518 W. BRYN MAWR AVE.,CHICAGO,IL,60659,,,7251Livery
Taxi,1840,SURRENDER,TOYOTA,RAV4,2013,WHITE,Gasoline,N,"J.R.J. EXPRESS, INC.",4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner-Operator,1840Taxi
Taxi,3806,ACTIVE,TOYOTA,SIENNA,2018,WHITE,Gasoline,Y,"NOORAMZI, INC.",2532 W. WARREN BLVD.,CHICAGO,IL,60612,Independent1,Owner-Operator,3806Taxi
Medicar,8759,ACTIVE,FORD,TRANSIT,2016,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,1350 S. LEAVITT ST.,CHICAGO,IL,60608,,,8759Medicar
Livery,8120,ACTIVE,CADILLAC,ESCALADE,2023,BLACK,Gasoline,N,ZMMM INC.,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,8120Livery
Taxi,4360,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,WAHIDA CORP.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner-Operator,4360Taxi
Ambulance,721389,ACTIVE,FORD,TRANSIT,2021,YELLOW,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,721389Ambulance
Charter Sightseeing,13143,RESERVED,FORD,F650,2007,WHITE,Gasoline,N,LIMOTAINMENT LLC,1139 W. WOLFRAM ST.,CHICAGO,IL,60657,,,13143Charter Sightseeing
Ambulance,818548,ACTIVE,FORD,F350,2020,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467,,,818548Ambulance
Livery,8881,ACTIVE,CHEVROLET,SUBURBAN,2022,BLACK,Gasoline,N,Speed Racer Inc,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,8881Livery
Ambulance,794916,SURRENDER,FORD,TRANSIT,2018,WHITE,Gasoline,N,TRACE AMBULANCE INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,794916Ambulance
Charter Sightseeing,24981,ACTIVE,FORD,E450,2006,WHITE,Gasoline,N,HIGH FLYERS INC,5801 W. DICKENS AVE.,CHICAGO,IL,60639,,,24981Charter Sightseeing
Taxi,885,SURRENDER,TOYOTA,PRIUS,2014,GREEN,Hybrid,N,NECT 35 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",885Taxi
Medicar,19363,INACTIVE,DODGE,CARAVAN,2012,WHITE,Gasoline,N,QWIK TRANSPORTATION SERVICES LLC,704 S. INDEPENDENCE BLVD.,CHICAGO,IL,60624,,,19363Medicar
Ambulance,5716,RESERVED,FORD,E350,2010,WHITE,Gasoline,N,MIDWEST AMBULANCE LLC,8111  ST LOUIS AVE.,SKOKIE,IL,60076,,,5716Ambulance
Livery,7975,ACTIVE,CADILLAC,XTS,2019,BLACK,Gasoline,N,FERIGO LIVERY INC.,3341 N. BELL AVE.,CHICAGO,IL,60618,,,7975Livery
Taxi,2455,ACTIVE,TOYOTA,CAMRY,2017,WHITE,Hybrid,N,TOWN CAB INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,2455Taxi
Livery,8613,ACTIVE,CHEVROLET,SUBURBAN,2021,BLACK,Gasoline,N,DELUXE BLACK CAR SERVICE INC,3835 N. CENTRAL PARK AVE.,CHICAGO,IL,60618,,,8613Livery
Ambulance,5580,RESERVED,FORD,E350,2004,YELLOW/BLUE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,5580Ambulance
Medicar,6308,INACTIVE,FORD,CAPRICE,2007,WHITE,Gasoline,N,LAKE SHORE MEDICAR INC,2640 W. TOUHY AVE.,CHICAGO,IL,60645,,,6308Medicar
Livery,8423,ACTIVE,FORD,EXPEDITION,2022,BLACK,Gasoline,N,ALL AMERICAN LIMOUSINE INC,9536 W. FOSTER AVE.,CHICAGO,IL,60656,,,8423Livery
Taxi,6763,ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Hybrid,N,TAXI MEDALLION GROUP LLC-SERIES 38,4175 N. ELSTON AVE.,CHICAGO,IL,60618,Yellow Cab Association,Owner Manager,6763Taxi
Taxi,6737,ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Hybrid,N,TAXI MEDALLION GROUP LLC - SERIES 36,4175 N. ELSTON AVE.,CHICAGO,IL,60618,Yellow Cab Association,Owner Manager,6737Taxi
Ambulance,794924,VIOLATION,FORD,TRANSIT,2018,WHITE,Gasoline,N,TRACE AMBULANCE INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,794924Ambulance
Livery,7676,ACTIVE,FORD,EXPEDITION,2023,BLACK,Gasoline,N,JUAN ESPINOZA,1036 W. CULLERTON ST.,CHICAGO,IL,60608,,,7676Livery
Livery,8730,ACTIVE,LUCID,AIR TOURING,2023,BLACK,Electric,N,ECO ELITE LIMOUSINE LLC,2243 N. LISTER AVE.,CHICAGO,IL,60614,,,8730Livery
Livery,70287,ACTIVE,CHEVROLET,SUBURBAN,2023,BLACK,Gasoline,N,B CITY TRANSPORTATION INC.,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,70287Livery
Charter Sightseeing,22973,RESERVED,INTL,3500,1997,WHITE,Gasoline,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630,,,22973Charter Sightseeing
Taxi,185,ACTIVE,TOYOTA,CAMRY,2018,BLUE/WHITE,Hybrid,N,BLESSINGS TOO LLC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner Manager,185Taxi
Livery,9680,SURRENDER,LINCOLN,MKT,2019,BLACK,Gasoline,N,CEEKAY TRAVEL INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,9680Livery
Taxi,2823,ACTIVE,TOYOTA,CAMRY,2020,BLUE/WHITE,Hybrid,N,LEE EXPRESS INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",2823Taxi
Taxi,3258,VIOLATION,TOYOTA,PRIUS,2015,WHITE,Hybrid,N,LJUBISA SUSA,5026 N. MAJOR AVE.,CHICAGO,IL,60630,Independent1,Owner-Operator,3258Taxi
Taxi,1801,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,SONILA & LOLA INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner Manager,1801Taxi
Charter Sightseeing,20758,VIOLATION,FREIGHTLINER,TROLLEY,1999,GREEN,Gasoline,N,PREMIER TROLLEY INC,1900 N. AUSTIN AVE.,CHICAGO,IL,60639,,,20758Charter Sightseeing
Livery,8628,VIOLATION,VOLVO,S90,2018,BLACK,Gasoline,N,WSMD LLC,1321 W. BIRCHWOOD AVE.,CHICAGO,IL,60626,,,8628Livery
Medicar,3219,VIOLATION,DODGE,GRAND CARAVAN,2016,SILVER,Gasoline,N,PRECIOUS JEWELS TRANSPORTATION COMPANY,1112 W. 111TH PL.,CHICAGO,IL,60643,,,3219Medicar
Taxi,3974,VIOLATION,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,CHICAGO MEDALLION ONE LLC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,3974Taxi
Taxi,1289,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,"LMB TAXI V, INC.",3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,1289Taxi
Taxi,2178,VIOLATION,TOYOTA,SIENNA,2020,WHITE,Gasoline,Y,AAA TRANS INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,2178Taxi
Charter Sightseeing,151110,INACTIVE,FORD,E450,2003,BLACK,Gasoline,N,ANN-ETHE SERVICES LLC,10447 S. GREEN ST.,CHICAGO,IL,60643,,,151110Charter Sightseeing
Ambulance,721397,ACTIVE,FORD,E450,2021,BLUE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,721397Ambulance
Taxi,4735,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,HICHAM TRANSIT INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner-Operator,4735Taxi
Charter Sightseeing,20772,RESERVED,FORD,E450,2001,WHITE,Gasoline,N,LUX DRYVE INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,20772Charter Sightseeing
Charter Sightseeing,20779,RESERVED,FORD,F550,2003,WHITE,Gasoline,N,LUX DRYVE INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,20779Charter Sightseeing
Taxi,195,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,FUNNY MONICA IN CHICAGO INC,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,195Taxi
Livery,7225,ACTIVE,LINCOLN,NAVIGATOR,2021,BLACK,Gasoline,N,MOLLY O MOLLY INC,2707 W. PETERSON AVE.,CHICAGO,IL,60659,,,7225Livery
Livery,7639,ACTIVE,CADILLAC,ESCALADE ESV,2022,BLACK,Gasoline,N,SEBASTIAN CIPRIAN BOHUS,5555 W. EDMUNDS ST.,CHICAGO,IL,60630,,,7639Livery
Pedicab,141,ACTIVE,VIP,VIP,2018,BLUE/WHITE,Pedal,N,PEDICAB RIDE GUYS LLC,1919 S. MICHIGAN AVE. AVE.,CHICAGO,IL,60616,,,141Pedicab
Taxi,2887,VIOLATION,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,BKA CANARY CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,2887Taxi
Ambulance,5541,INACTIVE,FORD,E350,2008,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",5567 N. ELSTON AVE.,CHICAGO,IL,60630,,,5541Ambulance
Taxi,852,ACTIVE,TOYOTA,SIENNA,2018,YELLOW,Gasoline,N,BON CORPORATION,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner Manager,852Taxi
Livery,8007,RESERVED,CADILLAC,ESCALADE,2020,BLACK,Gasoline,N,LUCKY LIVERY INC,5905 S. KEDZIE AVE.,CHICAGO,IL,60629,,,8007Livery
Livery,8687,ACTIVE,LINCOLN,AVIATOR,2025,BLACK,Gasoline,N,GETTA LIMO INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,8687Livery
Charter Sightseeing,22974,ACTIVE,THOMAS,TROLLEY,2005,GREEN,Gasoline,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630,,,22974Charter Sightseeing
Livery,8610,ACTIVE,CADILLAC,LYRIQ,2024,BLACK,Gasoline,N,MARCO MELENDEZ,1117 N. CROSBY ST.,CHICAGO,IL,60610,,,8610Livery
Ambulance,5527,INACTIVE,FORD,ECONOLINE,2001,,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",5567 N. ELSTON AVE.,CHICAGO,IL,60630,,,5527Ambulance
Taxi,252,REVOKED,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,SEAN K. INCORPORATED,2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner-Operator,252Taxi
Livery,9742,ACTIVE,LINCOLN,NAVIGATOR L,2022,BLACK,Gasoline,N,SSH & ASSOCIATES LLC,6155 N. FAIRFIELD AVE.,CHICAGO,IL,60659,,,9742Livery
Livery,7713,RESERVED,GMC,YUKON,2022,BLACK,Gasoline,N,MAX LIMOUSINE INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7713Livery
Ambulance,5712,RESERVED,FORD,E350,2010,BLUE,Gasoline,N,MIDWEST AMBULANCE LLC,8111  ST LOUIS AVE.,SKOKIE,IL,60076,,,5712Ambulance
Medicar,8678,VIOLATION,FORD,TRANSIT,2018,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467,,,8678Medicar
Livery,70465,ACTIVE,FORD,EXPEDITION PLATINUM,2024,BLACK,Gasoline,N,HARLEM LIMO LLC,2544 W. BRYN MAWR AVE.,CHICAGO,IL,60659,,,70465Livery
Taxi,2442,SURRENDER,TOYOTA,PRIUS,2019,WHITE,Hybrid,N,KACY'S CORP,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner-Operator,2442Taxi
Ambulance,4961,ACTIVE,MERCEDES,SPRINTER,2012,BLACK,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,4961Ambulance
Livery,9405,ACTIVE,FORD,EXPEDITION PLATINUM,2024,BLACK,Gasoline,N,SAID A NUR,6245 N. CLAREMONT AVE.,CHICAGO,IL,60659,,,9405Livery
Ambulance,289215,ACTIVE,FORD,TRANSIT,2019,WHITE,Gasoline,N,FREEDOM EMS LLC,612 S. EDGEWATER LN.,SHOREWOOD,IL,60404,,,289215Ambulance
Livery,70464,ACTIVE,LINCOLN,NAVIGATOR L,2024,BLACK,Gasoline,N,EMPEROR LIMO LLC,6354 N. LEROY AVE.,CHICAGO,IL,60646,,,70464Livery
Livery,9699,ACTIVE,LINCOLN,NAVIGATOR L,2022,BLACK,Gasoline,N,GULLED LIMO SERVICE  INC.,2460 W. PETERSON AVE.,CHICAGO,IL,60659,,,9699Livery
Charter Sightseeing,162004,INACTIVE,CHEVROLET,CUTAWAY,2013,BLACK,Gasoline,N,ANN-ETHE SERVICES LLC,10447 S. GREEN ST.,CHICAGO,IL,60643,,,162004Charter Sightseeing
Taxi,6588,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,"ARIANA TRANS,  INC.",9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,6588Taxi
Charter Sightseeing,9796,INACTIVE,FORD,F650,2006,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,120 W. MADISON ST.,CHICAGO,IL,60602,,,9796Charter Sightseeing
Livery,9697,ACTIVE,LINCOLN,AVIATOR,2023,BLACK,Gasoline,N,ADAM LIMOUSINE INC.,6160 N. DAMEN AVE.,CHICAGO,IL,60659,,,9697Livery
